"""5c697090e17f4d18c0955b1e"""	みんな	0	*	私もです。でも本当ですか？
"""5c697090e17f4d18c0955b1d"""	みんな	0	*	それは確かな情報でしょうか？
"""5c697090e17f4d18c0955b1f"""	みんな	0	*	例えば、誰ですか？
"""5c697090e17f4d18c0955b21"""	どこ	0	*	どこが良いと思いますか？
"""5c697090e17f4d18c0955b23"""	ので	0	*	それが本当の理由ですか？
"""5c697090e17f4d18c0955b20"""	みんな	0	*	それに関してどう思いますか？
"""5c697090e17f4d18c0955b22"""	どこ	0	*	どこが良いとも居ますか？
"""5c697090e17f4d18c0955b24"""	ですから	0	*	他の理由がありますか？
"""5c697090e17f4d18c0955b26"""	いつも	0	*	今日もですか？
"""5c697090e17f4d18c0955b28"""	好き	0	*	どうして好きなんですか？
"""5c697090e17f4d18c0955b29"""	好き	0	*	私もです。そう思いますか？
"""5c697090e17f4d18c0955b27"""	いつも	0	*	本当にいつもですか？
"""5c697090e17f4d18c0955b25"""	いつも	0	*	例えばいつですか？
"""5c697090e17f4d18c0955b2a"""	好き	0	*	特にどこが好きですか？
